dateRep,day,month,year,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,type,counts
26/08/2022,26,8,2022,Austria,AT,AUT,8901064,Europe,cases,5051
25/08/2022,25,8,2022,Austria,AT,AUT,8901064,Europe,cases,5058
24/08/2022,24,8,2022,Austria,AT,AUT,8901064,Europe,cases,5440
23/08/2022,23,8,2022,Austria,AT,AUT,8901064,Europe,cases,5920
22/08/2022,22,8,2022,Austria,AT,AUT,8901064,Europe,cases,5513
21/08/2022,21,8,2022,Austria,AT,AUT,8901064,Europe,cases,3129
20/08/2022,20,8,2022,Austria,AT,AUT,8901064,Europe,cases,4713
19/08/2022,19,8,2022,Austria,AT,AUT,8901064,Europe,cases,5575
18/08/2022,18,8,2022,Austria,AT,AUT,8901064,Europe,cases,5832
17/08/2022,17,8,2022,Austria,AT,AUT,8901064,Europe,cases,7757
16/08/2022,16,8,2022,Austria,AT,AUT,8901064,Europe,cases,6700
15/08/2022,15,8,2022,Austria,AT,AUT,8901064,Europe,cases,3930
14/08/2022,14,8,2022,Austria,AT,AUT,8901064,Europe,cases,3068
13/08/2022,13,8,2022,Austria,AT,AUT,8901064,Europe,cases,4757
12/08/2022,12,8,2022,Austria,AT,AUT,8901064,Europe,cases,5473
11/08/2022,11,8,2022,Austria,AT,AUT,8901064,Europe,cases,5880
10/08/2022,10,8,2022,Austria,AT,AUT,8901064,Europe,cases,5934
09/08/2022,9,8,2022,Austria,AT,AUT,8901064,Europe,cases,7187
08/08/2022,8,8,2022,Austria,AT,AUT,8901064,Europe,cases,6316
07/08/2022,7,8,2022,Austria,AT,AUT,8901064,Europe,cases,3804
06/08/2022,6,8,2022,Austria,AT,AUT,8901064,Europe,cases,4689
05/08/2022,5,8,2022,Austria,AT,AUT,8901064,Europe,cases,5628
04/08/2022,4,8,2022,Austria,AT,AUT,8901064,Europe,cases,5857
03/08/2022,3,8,2022,Austria,AT,AUT,8901064,Europe,cases,6836
02/08/2022,2,8,2022,Austria,AT,AUT,8901064,Europe,cases,8458
01/08/2022,1,8,2022,Austria,AT,AUT,8901064,Europe,cases,7566
31/07/2022,31,7,2022,Austria,AT,AUT,8901064,Europe,cases,4317
30/07/2022,30,7,2022,Austria,AT,AUT,8901064,Europe,cases,5678
29/07/2022,29,7,2022,Austria,AT,AUT,8901064,Europe,cases,6699
28/07/2022,28,7,2022,Austria,AT,AUT,8901064,Europe,cases,7439
27/07/2022,27,7,2022,Austria,AT,AUT,8901064,Europe,cases,9022
26/07/2022,26,7,2022,Austria,AT,AUT,8901064,Europe,cases,11433
25/07/2022,25,7,2022,Austria,AT,AUT,8901064,Europe,cases,10047
24/07/2022,24,7,2022,Austria,AT,AUT,8901064,Europe,cases,7249
23/07/2022,23,7,2022,Austria,AT,AUT,8901064,Europe,cases,8507
22/07/2022,22,7,2022,Austria,AT,AUT,8901064,Europe,cases,10867
21/07/2022,21,7,2022,Austria,AT,AUT,8901064,Europe,cases,11518
20/07/2022,20,7,2022,Austria,AT,AUT,8901064,Europe,cases,13511
19/07/2022,19,7,2022,Austria,AT,AUT,8901064,Europe,cases,14996
18/07/2022,18,7,2022,Austria,AT,AUT,8901064,Europe,cases,13111
17/07/2022,17,7,2022,Austria,AT,AUT,8901064,Europe,cases,8287
16/07/2022,16,7,2022,Austria,AT,AUT,8901064,Europe,cases,10266
15/07/2022,15,7,2022,Austria,AT,AUT,8901064,Europe,cases,12164
14/07/2022,14,7,2022,Austria,AT,AUT,8901064,Europe,cases,13088
13/07/2022,13,7,2022,Austria,AT,AUT,8901064,Europe,cases,13018
12/07/2022,12,7,2022,Austria,AT,AUT,8901064,Europe,cases,14958
11/07/2022,11,7,2022,Austria,AT,AUT,8901064,Europe,cases,11637
10/07/2022,10,7,2022,Austria,AT,AUT,8901064,Europe,cases,7326
09/07/2022,9,7,2022,Austria,AT,AUT,8901064,Europe,cases,8373
08/07/2022,8,7,2022,Austria,AT,AUT,8901064,Europe,cases,10510
07/07/2022,7,7,2022,Austria,AT,AUT,8901064,Europe,cases,11093
06/07/2022,6,7,2022,Austria,AT,AUT,8901064,Europe,cases,12259
05/07/2022,5,7,2022,Austria,AT,AUT,8901064,Europe,cases,13241
04/07/2022,4,7,2022,Austria,AT,AUT,8901064,Europe,cases,10966
03/07/2022,3,7,2022,Austria,AT,AUT,8901064,Europe,cases,7809
02/07/2022,2,7,2022,Austria,AT,AUT,8901064,Europe,cases,8350
01/07/2022,1,7,2022,Austria,AT,AUT,8901064,Europe,cases,10015
30/06/2022,30,6,2022,Austria,AT,AUT,8901064,Europe,cases,10365
29/06/2022,29,6,2022,Austria,AT,AUT,8901064,Europe,cases,12686
28/06/2022,28,6,2022,Austria,AT,AUT,8901064,Europe,cases,12426
27/06/2022,27,6,2022,Austria,AT,AUT,8901064,Europe,cases,9651
26/06/2022,26,6,2022,Austria,AT,AUT,8901064,Europe,cases,6443
25/06/2022,25,6,2022,Austria,AT,AUT,8901064,Europe,cases,6990
24/06/2022,24,6,2022,Austria,AT,AUT,8901064,Europe,cases,8833
23/06/2022,23,6,2022,Austria,AT,AUT,8901064,Europe,cases,8971
22/06/2022,22,6,2022,Austria,AT,AUT,8901064,Europe,cases,9602
21/06/2022,21,6,2022,Austria,AT,AUT,8901064,Europe,cases,10992
20/06/2022,20,6,2022,Austria,AT,AUT,8901064,Europe,cases,8379
19/06/2022,19,6,2022,Austria,AT,AUT,8901064,Europe,cases,5142
18/06/2022,18,6,2022,Austria,AT,AUT,8901064,Europe,cases,6122
17/06/2022,17,6,2022,Austria,AT,AUT,8901064,Europe,cases,5738
16/06/2022,16,6,2022,Austria,AT,AUT,8901064,Europe,cases,4809
15/06/2022,15,6,2022,Austria,AT,AUT,8901064,Europe,cases,7239
14/06/2022,14,6,2022,Austria,AT,AUT,8901064,Europe,cases,6957
13/06/2022,13,6,2022,Austria,AT,AUT,8901064,Europe,cases,4795
12/06/2022,12,6,2022,Austria,AT,AUT,8901064,Europe,cases,2843
11/06/2022,11,6,2022,Austria,AT,AUT,8901064,Europe,cases,3038
10/06/2022,10,6,2022,Austria,AT,AUT,8901064,Europe,cases,4007
09/06/2022,9,6,2022,Austria,AT,AUT,8901064,Europe,cases,4269
08/06/2022,8,6,2022,Austria,AT,AUT,8901064,Europe,cases,5182
07/06/2022,7,6,2022,Austria,AT,AUT,8901064,Europe,cases,3702
06/06/2022,6,6,2022,Austria,AT,AUT,8901064,Europe,cases,2372
05/06/2022,5,6,2022,Austria,AT,AUT,8901064,Europe,cases,2072
04/06/2022,4,6,2022,Austria,AT,AUT,8901064,Europe,cases,2373
03/06/2022,3,6,2022,Austria,AT,AUT,8901064,Europe,cases,2689
02/06/2022,2,6,2022,Austria,AT,AUT,8901064,Europe,cases,3243
01/06/2022,1,6,2022,Austria,AT,AUT,8901064,Europe,cases,3176
31/05/2022,31,5,2022,Austria,AT,AUT,8901064,Europe,cases,3569
30/05/2022,30,5,2022,Austria,AT,AUT,8901064,Europe,cases,2389
29/05/2022,29,5,2022,Austria,AT,AUT,8901064,Europe,cases,1737
28/05/2022,28,5,2022,Austria,AT,AUT,8901064,Europe,cases,1882
27/05/2022,27,5,2022,Austria,AT,AUT,8901064,Europe,cases,1813
26/05/2022,26,5,2022,Austria,AT,AUT,8901064,Europe,cases,1737
25/05/2022,25,5,2022,Austria,AT,AUT,8901064,Europe,cases,2596
24/05/2022,24,5,2022,Austria,AT,AUT,8901064,Europe,cases,3130
23/05/2022,23,5,2022,Austria,AT,AUT,8901064,Europe,cases,2403
22/05/2022,22,5,2022,Austria,AT,AUT,8901064,Europe,cases,1743
21/05/2022,21,5,2022,Austria,AT,AUT,8901064,Europe,cases,1733
20/05/2022,20,5,2022,Austria,AT,AUT,8901064,Europe,cases,2693
19/05/2022,19,5,2022,Austria,AT,AUT,8901064,Europe,cases,3117
18/05/2022,18,5,2022,Austria,AT,AUT,8901064,Europe,cases,3364
17/05/2022,17,5,2022,Austria,AT,AUT,8901064,Europe,cases,4375
16/05/2022,16,5,2022,Austria,AT,AUT,8901064,Europe,cases,3248
15/05/2022,15,5,2022,Austria,AT,AUT,8901064,Europe,cases,2477
14/05/2022,14,5,2022,Austria,AT,AUT,8901064,Europe,cases,3293
13/05/2022,13,5,2022,Austria,AT,AUT,8901064,Europe,cases,3681
12/05/2022,12,5,2022,Austria,AT,AUT,8901064,Europe,cases,4726
11/05/2022,11,5,2022,Austria,AT,AUT,8901064,Europe,cases,5001
10/05/2022,10,5,2022,Austria,AT,AUT,8901064,Europe,cases,5893
09/05/2022,9,5,2022,Austria,AT,AUT,8901064,Europe,cases,4682
08/05/2022,8,5,2022,Austria,AT,AUT,8901064,Europe,cases,3883
07/05/2022,7,5,2022,Austria,AT,AUT,8901064,Europe,cases,3430
06/05/2022,6,5,2022,Austria,AT,AUT,8901064,Europe,cases,5075
05/05/2022,5,5,2022,Austria,AT,AUT,8901064,Europe,cases,6026
04/05/2022,4,5,2022,Austria,AT,AUT,8901064,Europe,cases,5920
03/05/2022,3,5,2022,Austria,AT,AUT,8901064,Europe,cases,7071
02/05/2022,2,5,2022,Austria,AT,AUT,8901064,Europe,cases,5541
01/05/2022,1,5,2022,Austria,AT,AUT,8901064,Europe,cases,3908
30/04/2022,30,4,2022,Austria,AT,AUT,8901064,Europe,cases,4445
29/04/2022,29,4,2022,Austria,AT,AUT,8901064,Europe,cases,5225
28/04/2022,28,4,2022,Austria,AT,AUT,8901064,Europe,cases,6046
27/04/2022,27,4,2022,Austria,AT,AUT,8901064,Europe,cases,6443
26/04/2022,26,4,2022,Austria,AT,AUT,8901064,Europe,cases,8143
25/04/2022,25,4,2022,Austria,AT,AUT,8901064,Europe,cases,6115
24/04/2022,24,4,2022,Austria,AT,AUT,8901064,Europe,cases,4289
23/04/2022,23,4,2022,Austria,AT,AUT,8901064,Europe,cases,5434
22/04/2022,22,4,2022,Austria,AT,AUT,8901064,Europe,cases,6436
21/04/2022,21,4,2022,Austria,AT,AUT,8901064,Europe,cases,7954
20/04/2022,20,4,2022,Austria,AT,AUT,8901064,Europe,cases,10837
19/04/2022,19,4,2022,Austria,AT,AUT,8901064,Europe,cases,8393
18/04/2022,18,4,2022,Austria,AT,AUT,8901064,Europe,cases,5700
17/04/2022,17,4,2022,Austria,AT,AUT,8901064,Europe,cases,5558
16/04/2022,16,4,2022,Austria,AT,AUT,8901064,Europe,cases,7335
15/04/2022,15,4,2022,Austria,AT,AUT,8901064,Europe,cases,8642
14/04/2022,14,4,2022,Austria,AT,AUT,8901064,Europe,cases,9747
13/04/2022,13,4,2022,Austria,AT,AUT,8901064,Europe,cases,10227
12/04/2022,12,4,2022,Austria,AT,AUT,8901064,Europe,cases,12367
11/04/2022,11,4,2022,Austria,AT,AUT,8901064,Europe,cases,9406
10/04/2022,10,4,2022,Austria,AT,AUT,8901064,Europe,cases,7268
09/04/2022,9,4,2022,Austria,AT,AUT,8901064,Europe,cases,10527
08/04/2022,8,4,2022,Austria,AT,AUT,8901064,Europe,cases,12888
07/04/2022,7,4,2022,Austria,AT,AUT,8901064,Europe,cases,13746
06/04/2022,6,4,2022,Austria,AT,AUT,8901064,Europe,cases,16202
05/04/2022,5,4,2022,Austria,AT,AUT,8901064,Europe,cases,20778
04/04/2022,4,4,2022,Austria,AT,AUT,8901064,Europe,cases,15133
03/04/2022,3,4,2022,Austria,AT,AUT,8901064,Europe,cases,11403
02/04/2022,2,4,2022,Austria,AT,AUT,8901064,Europe,cases,13857
01/04/2022,1,4,2022,Austria,AT,AUT,8901064,Europe,cases,18784
31/03/2022,31,3,2022,Austria,AT,AUT,8901064,Europe,cases,22036
30/03/2022,30,3,2022,Austria,AT,AUT,8901064,Europe,cases,25914
29/03/2022,29,3,2022,Austria,AT,AUT,8901064,Europe,cases,33835
28/03/2022,28,3,2022,Austria,AT,AUT,8901064,Europe,cases,25923
27/03/2022,27,3,2022,Austria,AT,AUT,8901064,Europe,cases,20816
26/03/2022,26,3,2022,Austria,AT,AUT,8901064,Europe,cases,25364
25/03/2022,25,3,2022,Austria,AT,AUT,8901064,Europe,cases,32894
24/03/2022,24,3,2022,Austria,AT,AUT,8901064,Europe,cases,36958
23/03/2022,23,3,2022,Austria,AT,AUT,8901064,Europe,cases,40849
22/03/2022,22,3,2022,Austria,AT,AUT,8901064,Europe,cases,54384
21/03/2022,21,3,2022,Austria,AT,AUT,8901064,Europe,cases,36817
20/03/2022,20,3,2022,Austria,AT,AUT,8901064,Europe,cases,31068
19/03/2022,19,3,2022,Austria,AT,AUT,8901064,Europe,cases,37330
18/03/2022,18,3,2022,Austria,AT,AUT,8901064,Europe,cases,41965
17/03/2022,17,3,2022,Austria,AT,AUT,8901064,Europe,cases,50501
16/03/2022,16,3,2022,Austria,AT,AUT,8901064,Europe,cases,51535
15/03/2022,15,3,2022,Austria,AT,AUT,8901064,Europe,cases,63509
14/03/2022,14,3,2022,Austria,AT,AUT,8901064,Europe,cases,40001
13/03/2022,13,3,2022,Austria,AT,AUT,8901064,Europe,cases,34223
12/03/2022,12,3,2022,Austria,AT,AUT,8901064,Europe,cases,37376
11/03/2022,11,3,2022,Austria,AT,AUT,8901064,Europe,cases,43431
10/03/2022,10,3,2022,Austria,AT,AUT,8901064,Europe,cases,49288
09/03/2022,9,3,2022,Austria,AT,AUT,8901064,Europe,cases,49907
08/03/2022,8,3,2022,Austria,AT,AUT,8901064,Europe,cases,50965
07/03/2022,7,3,2022,Austria,AT,AUT,8901064,Europe,cases,34027
06/03/2022,6,3,2022,Austria,AT,AUT,8901064,Europe,cases,26473
05/03/2022,5,3,2022,Austria,AT,AUT,8901064,Europe,cases,27524
04/03/2022,4,3,2022,Austria,AT,AUT,8901064,Europe,cases,31451
03/03/2022,3,3,2022,Austria,AT,AUT,8901064,Europe,cases,31818
02/03/2022,2,3,2022,Austria,AT,AUT,8901064,Europe,cases,31621
01/03/2022,1,3,2022,Austria,AT,AUT,8901064,Europe,cases,40828
28/02/2022,28,2,2022,Austria,AT,AUT,8901064,Europe,cases,27293
27/02/2022,27,2,2022,Austria,AT,AUT,8901064,Europe,cases,21191
26/02/2022,26,2,2022,Austria,AT,AUT,8901064,Europe,cases,22049
25/02/2022,25,2,2022,Austria,AT,AUT,8901064,Europe,cases,25016
24/02/2022,24,2,2022,Austria,AT,AUT,8901064,Europe,cases,29735
23/02/2022,23,2,2022,Austria,AT,AUT,8901064,Europe,cases,28483
22/02/2022,22,2,2022,Austria,AT,AUT,8901064,Europe,cases,35203
21/02/2022,21,2,2022,Austria,AT,AUT,8901064,Europe,cases,23634
20/02/2022,20,2,2022,Austria,AT,AUT,8901064,Europe,cases,21331
19/02/2022,19,2,2022,Austria,AT,AUT,8901064,Europe,cases,21747
18/02/2022,18,2,2022,Austria,AT,AUT,8901064,Europe,cases,25699
17/02/2022,17,2,2022,Austria,AT,AUT,8901064,Europe,cases,30465
16/02/2022,16,2,2022,Austria,AT,AUT,8901064,Europe,cases,30802
15/02/2022,15,2,2022,Austria,AT,AUT,8901064,Europe,cases,38685
14/02/2022,14,2,2022,Austria,AT,AUT,8901064,Europe,cases,26424
13/02/2022,13,2,2022,Austria,AT,AUT,8901064,Europe,cases,23974
12/02/2022,12,2,2022,Austria,AT,AUT,8901064,Europe,cases,24917
11/02/2022,11,2,2022,Austria,AT,AUT,8901064,Europe,cases,29698
10/02/2022,10,2,2022,Austria,AT,AUT,8901064,Europe,cases,33201
09/02/2022,9,2,2022,Austria,AT,AUT,8901064,Europe,cases,35104
08/02/2022,8,2,2022,Austria,AT,AUT,8901064,Europe,cases,40135
07/02/2022,7,2,2022,Austria,AT,AUT,8901064,Europe,cases,29034
06/02/2022,6,2,2022,Austria,AT,AUT,8901064,Europe,cases,25897
05/02/2022,5,2,2022,Austria,AT,AUT,8901064,Europe,cases,30047
04/02/2022,4,2,2022,Austria,AT,AUT,8901064,Europe,cases,33413
03/02/2022,3,2,2022,Austria,AT,AUT,8901064,Europe,cases,36938
02/02/2022,2,2,2022,Austria,AT,AUT,8901064,Europe,cases,33855
01/02/2022,1,2,2022,Austria,AT,AUT,8901064,Europe,cases,44187
31/01/2022,31,1,2022,Austria,AT,AUT,8901064,Europe,cases,27850
30/01/2022,30,1,2022,Austria,AT,AUT,8901064,Europe,cases,26317
29/01/2022,29,1,2022,Austria,AT,AUT,8901064,Europe,cases,29176
28/01/2022,28,1,2022,Austria,AT,AUT,8901064,Europe,cases,33667
27/01/2022,27,1,2022,Austria,AT,AUT,8901064,Europe,cases,37891
26/01/2022,26,1,2022,Austria,AT,AUT,8901064,Europe,cases,35716
25/01/2022,25,1,2022,Austria,AT,AUT,8901064,Europe,cases,38128
24/01/2022,24,1,2022,Austria,AT,AUT,8901064,Europe,cases,26661
23/01/2022,23,1,2022,Austria,AT,AUT,8901064,Europe,cases,25109
22/01/2022,22,1,2022,Austria,AT,AUT,8901064,Europe,cases,23323
21/01/2022,21,1,2022,Austria,AT,AUT,8901064,Europe,cases,26656
20/01/2022,20,1,2022,Austria,AT,AUT,8901064,Europe,cases,29600
19/01/2022,19,1,2022,Austria,AT,AUT,8901064,Europe,cases,25131
18/01/2022,18,1,2022,Austria,AT,AUT,8901064,Europe,cases,28085
17/01/2022,17,1,2022,Austria,AT,AUT,8901064,Europe,cases,18285
16/01/2022,16,1,2022,Austria,AT,AUT,8901064,Europe,cases,16090
15/01/2022,15,1,2022,Austria,AT,AUT,8901064,Europe,cases,14814
14/01/2022,14,1,2022,Austria,AT,AUT,8901064,Europe,cases,17000
13/01/2022,13,1,2022,Austria,AT,AUT,8901064,Europe,cases,16904
12/01/2022,12,1,2022,Austria,AT,AUT,8901064,Europe,cases,16769
11/01/2022,11,1,2022,Austria,AT,AUT,8901064,Europe,cases,16480
10/01/2022,10,1,2022,Austria,AT,AUT,8901064,Europe,cases,12589
09/01/2022,9,1,2022,Austria,AT,AUT,8901064,Europe,cases,10874
08/01/2022,8,1,2022,Austria,AT,AUT,8901064,Europe,cases,10681
07/01/2022,7,1,2022,Austria,AT,AUT,8901064,Europe,cases,7019
06/01/2022,6,1,2022,Austria,AT,AUT,8901064,Europe,cases,8868
05/01/2022,5,1,2022,Austria,AT,AUT,8901064,Europe,cases,8763
04/01/2022,4,1,2022,Austria,AT,AUT,8901064,Europe,cases,10049
03/01/2022,3,1,2022,Austria,AT,AUT,8901064,Europe,cases,5980
02/01/2022,2,1,2022,Austria,AT,AUT,8901064,Europe,cases,3470
01/01/2022,1,1,2022,Austria,AT,AUT,8901064,Europe,cases,2999
31/12/2021,31,12,2021,Austria,AT,AUT,8901064,Europe,cases,3685
30/12/2021,30,12,2021,Austria,AT,AUT,8901064,Europe,cases,3803
29/12/2021,29,12,2021,Austria,AT,AUT,8901064,Europe,cases,3169
28/12/2021,28,12,2021,Austria,AT,AUT,8901064,Europe,cases,3329
27/12/2021,27,12,2021,Austria,AT,AUT,8901064,Europe,cases,2591
26/12/2021,26,12,2021,Austria,AT,AUT,8901064,Europe,cases,1732
25/12/2021,25,12,2021,Austria,AT,AUT,8901064,Europe,cases,1622
24/12/2021,24,12,2021,Austria,AT,AUT,8901064,Europe,cases,2103
23/12/2021,23,12,2021,Austria,AT,AUT,8901064,Europe,cases,2257
22/12/2021,22,12,2021,Austria,AT,AUT,8901064,Europe,cases,2155
21/12/2021,21,12,2021,Austria,AT,AUT,8901064,Europe,cases,2798
20/12/2021,20,12,2021,Austria,AT,AUT,8901064,Europe,cases,1940
19/12/2021,19,12,2021,Austria,AT,AUT,8901064,Europe,cases,1880
18/12/2021,18,12,2021,Austria,AT,AUT,8901064,Europe,cases,1982
17/12/2021,17,12,2021,Austria,AT,AUT,8901064,Europe,cases,2342
16/12/2021,16,12,2021,Austria,AT,AUT,8901064,Europe,cases,2690
15/12/2021,15,12,2021,Austria,AT,AUT,8901064,Europe,cases,2920
14/12/2021,14,12,2021,Austria,AT,AUT,8901064,Europe,cases,4113
13/12/2021,13,12,2021,Austria,AT,AUT,8901064,Europe,cases,2916
12/12/2021,12,12,2021,Austria,AT,AUT,8901064,Europe,cases,3255
11/12/2021,11,12,2021,Austria,AT,AUT,8901064,Europe,cases,3245
10/12/2021,10,12,2021,Austria,AT,AUT,8901064,Europe,cases,4797
09/12/2021,9,12,2021,Austria,AT,AUT,8901064,Europe,cases,3106
08/12/2021,8,12,2021,Austria,AT,AUT,8901064,Europe,cases,4304
07/12/2021,7,12,2021,Austria,AT,AUT,8901064,Europe,cases,6041
06/12/2021,6,12,2021,Austria,AT,AUT,8901064,Europe,cases,4391
05/12/2021,5,12,2021,Austria,AT,AUT,8901064,Europe,cases,4246
04/12/2021,4,12,2021,Austria,AT,AUT,8901064,Europe,cases,5304
03/12/2021,3,12,2021,Austria,AT,AUT,8901064,Europe,cases,6239
02/12/2021,2,12,2021,Austria,AT,AUT,8901064,Europe,cases,7213
01/12/2021,1,12,2021,Austria,AT,AUT,8901064,Europe,cases,8752
30/11/2021,30,11,2021,Austria,AT,AUT,8901064,Europe,cases,10936
29/11/2021,29,11,2021,Austria,AT,AUT,8901064,Europe,cases,8095
28/11/2021,28,11,2021,Austria,AT,AUT,8901064,Europe,cases,7971
27/11/2021,27,11,2021,Austria,AT,AUT,8901064,Europe,cases,9592
26/11/2021,26,11,2021,Austria,AT,AUT,8901064,Europe,cases,12017
25/11/2021,25,11,2021,Austria,AT,AUT,8901064,Europe,cases,12094
24/11/2021,24,11,2021,Austria,AT,AUT,8901064,Europe,cases,14427
23/11/2021,23,11,2021,Austria,AT,AUT,8901064,Europe,cases,14494
22/11/2021,22,11,2021,Austria,AT,AUT,8901064,Europe,cases,11949
21/11/2021,21,11,2021,Austria,AT,AUT,8901064,Europe,cases,11627
20/11/2021,20,11,2021,Austria,AT,AUT,8901064,Europe,cases,14073
19/11/2021,19,11,2021,Austria,AT,AUT,8901064,Europe,cases,14042
18/11/2021,18,11,2021,Austria,AT,AUT,8901064,Europe,cases,14865
17/11/2021,17,11,2021,Austria,AT,AUT,8901064,Europe,cases,15000
16/11/2021,16,11,2021,Austria,AT,AUT,8901064,Europe,cases,16442
15/11/2021,15,11,2021,Austria,AT,AUT,8901064,Europe,cases,10983
14/11/2021,14,11,2021,Austria,AT,AUT,8901064,Europe,cases,11178
13/11/2021,13,11,2021,Austria,AT,AUT,8901064,Europe,cases,11420
12/11/2021,12,11,2021,Austria,AT,AUT,8901064,Europe,cases,12629
11/11/2021,11,11,2021,Austria,AT,AUT,8901064,Europe,cases,10562
10/11/2021,10,11,2021,Austria,AT,AUT,8901064,Europe,cases,13204
09/11/2021,9,11,2021,Austria,AT,AUT,8901064,Europe,cases,11958
08/11/2021,8,11,2021,Austria,AT,AUT,8901064,Europe,cases,7751
07/11/2021,7,11,2021,Austria,AT,AUT,8901064,Europe,cases,8008
06/11/2021,6,11,2021,Austria,AT,AUT,8901064,Europe,cases,8107
05/11/2021,5,11,2021,Austria,AT,AUT,8901064,Europe,cases,9696
04/11/2021,4,11,2021,Austria,AT,AUT,8901064,Europe,cases,9765
03/11/2021,3,11,2021,Austria,AT,AUT,8901064,Europe,cases,8973
02/11/2021,2,11,2021,Austria,AT,AUT,8901064,Europe,cases,6583
